userId,date,time,amount,category,location,mode
user123,2025-03-24,00:08,2015.83,Bills,Delhi,Cash
user123,2025-03-07,08:49,1208.41,Entertainment,Delhi,NetBanking
user123,2025-03-21,18:33,4703.6,Entertainment,Bangalore,UPI
user123,2025-03-02,10:22,4380.3,Entertainment,Delhi,Card
user123,2025-03-01,22:57,1873.6,Bills,Kolkata,NetBanking
user123,2025-03-25,13:36,1181.36,Entertainment,Delhi,UPI
user123,2025-03-09,16:43,3595.46,Education,Bangalore,UPI
user123,2025-03-30,08:47,1143.41,Health,Pune,UPI
user123,2025-03-09,10:47,4556.48,Education,Pune,Cash
user123,2025-03-17,06:39,1050.66,Education,Bangalore,UPI
user123,2025-03-17,01:04,800.93,Entertainment,Chennai,Cash
user123,2025-03-16,02:30,711.22,Entertainment,Mumbai,Card
user123,2025-03-17,02:24,2820.34,Rent,Pune,Cash
user123,2025-03-22,08:09,4255.51,Bills,Pune,Card
user123,2025-03-19,09:31,2128.02,Bills,Bangalore,UPI
user123,2025-03-08,13:28,1933.33,Transport,Mumbai,Card
user123,2025-03-14,01:39,69.96,Food,Delhi,Card
user123,2025-03-01,22:53,4685.02,Entertainment,Delhi,UPI
user123,2025-03-11,04:14,1615.31,Rent,Chennai,UPI
user123,2025-03-17,21:52,3751.17,Shopping,Delhi,NetBanking
user123,2025-03-20,07:28,1813.99,Transport,Kolkata,NetBanking
user123,2025-03-25,16:00,1295.93,Electronics,Kolkata,NetBanking
user123,2025-03-21,09:59,3734.87,Electronics,Hyderabad,UPI
user123,2025-03-18,05:34,4662.16,Entertainment,Kolkata,UPI
user123,2025-03-23,07:25,785.23,Electronics,Pune,Card
user123,2025-03-13,15:06,3801.42,Bills,Mumbai,Cash
user123,2025-03-25,06:26,2336.47,Entertainment,Pune,Card
user123,2025-03-16,23:09,3991.98,Health,Delhi,UPI
user123,2025-03-08,11:27,1010.01,Health,Pune,UPI
user123,2025-03-30,11:01,2698.03,Food,Pune,NetBanking
user123,2025-03-09,01:34,256.88,Transport,Hyderabad,Card
user123,2025-03-18,15:41,4274.97,Bills,Mumbai,Cash
user123,2025-03-15,05:51,1314.95,Electronics,Pune,UPI
user123,2025-03-30,03:49,3786.33,Rent,Bangalore,NetBanking
user123,2025-03-30,20:00,4663.7,Food,Hyderabad,UPI
user123,2025-03-03,16:37,2771.84,Rent,Kolkata,Cash
user123,2025-03-23,01:45,1890.8,Food,Delhi,Card
user123,2025-03-25,14:11,4195.96,Shopping,Hyderabad,NetBanking
user123,2025-03-15,03:06,132.86,Rent,Bangalore,Cash
user123,2025-03-28,13:42,4626.76,Shopping,Bangalore,Cash
user122,2025-03-28,14:07,3931.41,Transport,Pune,Cash
user122,2025-03-18,12:14,637.62,Transport,Mumbai,UPI
user122,2025-03-14,18:51,2441.46,Health,Delhi,Card
user122,2025-03-24,00:07,4498.86,Food,Kolkata,Cash
user122,2025-03-11,21:52,2915.41,Electronics,Delhi,NetBanking
user122,2025-03-18,08:55,239.0,Rent,Hyderabad,Card
user123,2025-03-15,16:18,4319.16,Bills,Mumbai,NetBanking
user123,2025-03-31,23:25,1202.86,Electronics,Kolkata,UPI
user123,2025-03-17,09:18,3031.34,Shopping,Bangalore,Card
user123,2025-03-15,11:43,3706.48,Entertainment,Chennai,Cash
user123,2025-03-06,23:21,4419.78,Electronics,Kolkata,Card
user123,2025-03-28,08:53,784.86,Health,Chennai,UPI
user123,2025-03-23,22:43,1884.59,Entertainment,Delhi,Card
user123,2025-03-16,01:20,4810.88,Food,Mumbai,UPI
user123,2025-03-19,18:38,4047.48,Shopping,Bangalore,Card
user123,2025-03-07,12:16,1820.56,Shopping,Mumbai,Cash
user123,2025-03-11,01:17,1120.41,Rent,Mumbai,NetBanking
user123,2025-03-13,01:56,2187.49,Shopping,Kolkata,UPI
user123,2025-03-20,18:18,2094.27,Transport,Pune,NetBanking
user123,2025-03-10,04:12,4126.88,Entertainment,Kolkata,Cash
user123,2025-03-31,22:21,4081.98,Electronics,Delhi,Cash
user123,2025-03-29,08:43,432.61,Rent,Pune,UPI
user123,2025-03-23,02:30,4493.78,Electronics,Chennai,Card
user123,2025-03-07,06:48,784.58,Rent,Kolkata,Card
user123,2025-03-28,15:30,3752.14,Education,Kolkata,UPI
user123,2025-03-09,10:05,4076.2,Health,Kolkata,Cash
user123,2025-03-14,08:19,4810.36,Food,Hyderabad,Card
user123,2025-03-03,18:19,413.74,Food,Kolkata,Card
user123,2025-03-25,21:50,2228.93,Health,Mumbai,NetBanking
user125,2025-03-27,21:16,835.8,Education,Delhi,UPI
user125,2025-03-04,21:58,1894.58,Transport,Bangalore,Card
user125,2025-03-11,03:41,4402.37,Electronics,Delhi,NetBanking
user125,2025-03-02,20:13,4818.63,Health,Mumbai,NetBanking
user125,2025-03-17,18:07,2600.2,Shopping,Delhi,NetBanking
user125,2025-03-14,19:54,2087.47,Shopping,Chennai,NetBanking
user125,2025-03-20,22:53,4348.2,Shopping,Bangalore,Cash
user125,2025-03-28,14:41,4096.13,Food,Kolkata,Cash
user125,2025-03-26,14:51,2738.94,Shopping,Pune,Cash
user125,2025-03-26,02:19,2929.17,Transport,Delhi,Cash
user125,2025-03-29,03:22,1786.54,Shopping,Hyderabad,UPI
user125,2025-03-20,16:20,4055.38,Entertainment,Chennai,Cash
user125,2025-03-29,02:35,3423.02,Shopping,Pune,Card
user125,2025-03-23,19:49,2750.1,Education,Pune,Card
user125,2025-03-09,22:49,2623.9,Health,Mumbai,NetBanking
user125,2025-03-09,11:13,4195.82,Shopping,Kolkata,UPI
user125,2025-03-23,19:14,4964.27,Education,Hyderabad,UPI
user125,2025-03-10,14:31,3924.17,Transport,Hyderabad,Cash
user125,2025-03-26,00:58,3956.56,Bills,Mumbai,NetBanking
user125,2025-03-18,09:09,1104.56,Shopping,Mumbai,NetBanking
user125,2025-03-19,10:35,2808.64,Entertainment,Bangalore,Card
user125,2025-03-09,18:03,1314.84,Food,Chennai,NetBanking
user125,2025-03-18,14:06,1198.78,Health,Hyderabad,Card
user125,2025-03-26,22:57,4161.33,Rent,Chennai,Cash
user125,2025-03-14,14:54,901.47,Education,Mumbai,UPI
user125,2025-03-09,06:39,1411.12,Bills,Pune,NetBanking
user125,2025-03-22,03:17,2058.86,Entertainment,Bangalore,Cash
user125,2025-03-20,06:04,3795.68,Transport,Delhi,NetBanking
user125,2025-03-23,02:45,3475.76,Food,Delhi,UPI
user125,2025-03-23,13:24,4394.8,Transport,Mumbai,Card
user125,2025-03-29,20:38,1484.74,Electronics,Mumbai,Card
user125,2025-03-24,00:08,2015.83,Bills,Delhi,Cash
user125,2025-03-07,08:49,1208.41,Entertainment,Delhi,NetBanking
user125,2025-03-21,18:33,4703.6,Entertainment,Bangalore,UPI
user125,2025-03-02,10:22,4380.3,Entertainment,Delhi,Card
user125,2025-03-01,22:57,1873.6,Bills,Kolkata,NetBanking
user125,2025-03-25,13:36,1181.36,Entertainment,Delhi,UPI
user125,2025-03-09,16:43,3595.46,Education,Bangalore,UPI
user125,2025-03-30,08:47,1143.41,Health,Pune,UPI
user125,2025-03-09,10:47,4556.48,Education,Pune,Cash
user125,2025-03-17,06:39,1050.66,Education,Bangalore,UPI
user125,2025-03-17,01:04,800.93,Entertainment,Chennai,Cash
user125,2025-03-16,02:30,711.22,Entertainment,Mumbai,Card
user125,2025-03-17,02:24,2820.34,Rent,Pune,Cash
user125,2025-03-22,08:09,4255.51,Bills,Pune,Card
user125,2025-03-19,09:31,2128.02,Bills,Bangalore,UPI
user125,2025-03-08,13:28,1933.33,Transport,Mumbai,Card
user125,2025-03-14,01:39,69.96,Food,Delhi,Card
user125,2025-03-01,22:53,4685.02,Entertainment,Delhi,UPI
user125,2025-03-11,04:14,1615.31,Rent,Chennai,UPI
user125,2025-03-17,21:52,3751.17,Shopping,Delhi,NetBanking
user125,2025-03-20,07:28,1813.99,Transport,Kolkata,NetBanking
user125,2025-03-25,16:00,1295.93,Electronics,Kolkata,NetBanking
user125,2025-03-21,09:59,3734.87,Electronics,Hyderabad,UPI
user125,2025-03-18,05:34,4662.16,Entertainment,Kolkata,UPI
user125,2025-03-23,07:25,785.23,Electronics,Pune,Card
user125,2025-03-13,15:06,3801.42,Bills,Mumbai,Cash
user125,2025-03-25,06:26,2336.47,Entertainment,Pune,Card
user125,2025-03-16,23:09,3991.98,Health,Delhi,UPI
user125,2025-03-08,11:27,1010.01,Health,Pune,UPI
user125,2025-03-30,11:01,2698.03,Food,Pune,NetBanking
user125,2025-03-09,01:34,256.88,Transport,Hyderabad,Card
user125,2025-03-18,15:41,4274.97,Bills,Mumbai,Cash
user125,2025-03-15,05:51,1314.95,Electronics,Pune,UPI
user125,2025-03-30,03:49,3786.33,Rent,Bangalore,NetBanking
user125,2025-03-30,20:00,4663.7,Food,Hyderabad,UPI
user125,2025-03-03,16:37,2771.84,Rent,Kolkata,Cash
user125,2025-03-23,01:45,1890.8,Food,Delhi,Card
user125,2025-03-25,14:11,4195.96,Shopping,Hyderabad,NetBanking
user125,2025-03-15,03:06,132.86,Rent,Bangalore,Cash
user125,2025-03-28,13:42,4626.76,Shopping,Bangalore,Cash
user125,2025-03-28,14:07,3931.41,Transport,Pune,Cash
user125,2025-03-18,12:14,637.62,Transport,Mumbai,UPI
user125,2025-03-14,18:51,2441.46,Health,Delhi,Card
user125,2025-03-24,00:07,4498.86,Food,Kolkata,Cash
user125,2025-03-11,21:52,2915.41,Electronics,Delhi,NetBanking
user125,2025-03-18,08:55,239.0,Rent,Hyderabad,Card
user125,2025-03-15,16:18,4319.16,Bills,Mumbai,NetBanking
user125,2025-03-31,23:25,1202.86,Electronics,Kolkata,UPI
user125,2025-03-17,09:18,3031.34,Shopping,Bangalore,Card
user125,2025-03-15,11:43,3706.48,Entertainment,Chennai,Cash
user125,2025-03-06,23:21,4419.78,Electronics,Kolkata,Card
user125,2025-03-28,08:53,784.86,Health,Chennai,UPI
user125,2025-03-23,22:43,1884.59,Entertainment,Delhi,Card
user125,2025-03-16,01:20,4810.88,Food,Mumbai,UPI
user125,2025-03-19,18:38,4047.48,Shopping,Bangalore,Card
user125,2025-03-07,12:16,1820.56,Shopping,Mumbai,Cash
user125,2025-03-11,01:17,1120.41,Rent,Mumbai,NetBanking
user125,2025-03-13,01:56,2187.49,Shopping,Kolkata,UPI
user125,2025-03-20,18:18,2094.27,Transport,Pune,NetBanking
user125,2025-03-10,04:12,4126.88,Entertainment,Kolkata,Cash
user125,2025-03-31,22:21,4081.98,Electronics,Delhi,Cash
user125,2025-03-29,08:43,432.61,Rent,Pune,UPI
user125,2025-03-23,02:30,4493.78,Electronics,Chennai,Card
user125,2025-03-07,06:48,784.58,Rent,Kolkata,Card
user125,2025-03-28,15:30,3752.14,Education,Kolkata,UPI
user125,2025-03-09,10:05,4076.2,Health,Kolkata,Cash
user125,2025-03-14,08:19,4810.36,Food,Hyderabad,Card
user125,2025-03-03,18:19,413.74,Food,Kolkata,Card
user125,2025-03-25,21:50,2228.93,Health,Mumbai,NetBanking
